성별,연령대,몸무게,운동경력,운동목적,운동종목,추천무게(kg),추천횟수,추천세트수,쉬는시간(초)
여성,40대,59.3,초보자,재활/건강,페이스 풀,5.0,16,2,110
남성,40대,74.9,상급자,근비대,루마니안 데드리프트,65.0,11,4,74
여성,50대,45.3,중급자,스트렝스,바벨 스쿼트,20.0,3,4,180
남성,20대,87.9,중급자,근비대,인클라인 덤벨 프레스,52.5,12,3,79
남성,50대,68.5,중급자,스트렝스,레그 프레스 머신,72.5,5,5,165
남성,20대,77.4,상급자,근비대,바벨 로우,72.5,8,3,71
남성,60대 이상,68.5,초보자,재활/건강,바벨 로우,10.0,15,2,105
남성,30대,72.7,초보자,스트렝스,인클라인 덤벨 프레스,27.5,3,4,145
여성,10대,55.7,중급자,다이어트,벤치프레스,15.0,16,3,49
여성,30대,45.0,초보자,근비대,펙덱 플라이 머신,12.5,11,3,66
남성,30대,75.2,초보자,재활/건강,바벨 스쿼트,10.0,20,3,98
남성,10대,62.9,상급자,다이어트,레그 컬 머신,67.5,16,3,58
남성,10대,83.0,중급자,스트렝스,체스트 프레스 머신,95.0,4,4,130
남성,20대,81.9,중급자,다이어트,벤치프레스,40.0,15,3,34
여성,60대 이상,60.1,상급자,근비대,루마니안 데드리프트,37.5,8,4,62
여성,10대,73.2,상급자,스트렝스,랫 풀다운 머신,80.0,4,4,158
남성,40대,77.6,상급자,다이어트,체스트 프레스 머신,82.5,19,3,37
여성,20대,40.1,초보자,근비대,어시스트 풀업 머신,12.5,11,3,90
여성,20대,62.7,초보자,근비대,시티드 로우 머신,17.5,9,3,67
여성,10대,62.9,초보자,재활/건강,레그 익스텐션 머신,7.5,17,2,114
남성,50대,76.8,중급자,스트렝스,숄더 프레스 머신,82.5,3,4,168
여성,50대,54.8,상급자,스트렝스,어시스트 풀업 머신,57.5,4,4,176
여성,30대,51.1,중급자,근비대,레그 프레스 머신,27.5,9,3,65
여성,20대,48.6,상급자,근비대,랫 풀다운 머신,47.5,12,3,67
여성,40대,52.4,초보자,다이어트,시티드 로우 머신,10.0,16,3,32
여성,20대,46.0,상급자,다이어트,인클라인 덤벨 프레스,20.0,18,3,60
남성,30대,77.3,중급자,재활/건강,루마니안 데드리프트,20.0,17,3,109
여성,10대,40.4,초보자,재활/건강,체스트 프레스 머신,5.0,18,3,96
여성,20대,61.9,상급자,근비대,레그 익스텐션 머신,60.0,10,4,75
남성,40대,66.3,중급자,스트렝스,루마니안 데드리프트,50.0,5,4,128
여성,30대,44.0,중급자,재활/건강,시티드 로우 머신,10.0,16,3,111
남성,20대,81.7,초보자,다이어트,워킹 런지,17.5,20,3,55
남성,20대,83.7,상급자,다이어트,체스트 프레스 머신,82.5,19,3,51
남성,60대 이상,82.3,상급자,다이어트,레그 프레스 머신,87.5,16,3,38
여성,40대,58.4,초보자,스트렝스,숄더 프레스 머신,20.0,4,5,146
여성,20대,64.4,초보자,다이어트,사이드 레터럴 레이즈,10.0,16,3,48
남성,10대,85.5,중급자,다이어트,벤치프레스,35.0,16,3,54
남성,10대,67.3,초보자,다이어트,랫 풀다운 머신,22.5,17,3,42
남성,30대,52.2,중급자,다이어트,벤치프레스,22.5,15,3,41
남성,40대,74.8,상급자,스트렝스,랫 풀다운 머신,122.5,4,4,161
여성,40대,41.2,초보자,스트렝스,바벨 로우,10.0,3,5,179
남성,60대 이상,52.6,중급자,스트렝스,사이드 레터럴 레이즈,40.0,4,5,135
남성,30대,67.9,중급자,재활/건강,워킹 런지,20.0,18,2,98
남성,10대,85.6,초보자,스트렝스,어시스트 풀업 머신,47.5,5,4,153
남성,50대,90.0,중급자,스트렝스,어시스트 풀업 머신,97.5,4,4,169
남성,60대 이상,80.9,중급자,다이어트,랫 풀다운 머신,55.0,16,3,35
여성,40대,52.8,상급자,근비대,벤치프레스,32.5,11,4,66
여성,50대,67.0,상급자,스트렝스,랫 풀다운 머신,72.5,4,5,172
남성,30대,71.3,중급자,다이어트,페이스 풀,32.5,17,3,45
남성,40대,79.0,상급자,다이어트,시티드 로우 머신,75.0,16,3,49
여성,40대,54.6,중급자,스트렝스,인클라인 덤벨 프레스,25.0,3,5,164
남성,50대,74.0,초보자,다이어트,체스트 프레스 머신,25.0,19,3,33
남성,40대,71.9,중급자,근비대,숄더 프레스 머신,67.5,12,4,68
여성,20대,64.6,초보자,다이어트,워킹 런지,7.5,18,3,53
여성,50대,44.9,상급자,다이어트,펙덱 플라이 머신,30.0,19,3,41
여성,60대 이상,61.5,상급자,재활/건강,인클라인 덤벨 프레스,17.5,18,2,97
남성,20대,73.4,초보자,근비대,숄더 프레스 머신,32.5,9,3,81
여성,60대 이상,52.4,상급자,다이어트,페이스 풀,22.5,18,3,53
남성,10대,65.6,초보자,근비대,어시스트 풀업 머신,30.0,8,4,75
여성,20대,57.9,중급자,다이어트,숄더 프레스 머신,25.0,18,3,43
남성,40대,54.3,중급자,스트렝스,벤치프레스,40.0,5,5,154
남성,60대 이상,79.1,상급자,다이어트,랫 풀다운 머신,72.5,20,3,41
여성,50대,47.8,초보자,근비대,루마니안 데드리프트,7.5,9,4,81
여성,50대,53.4,상급자,스트렝스,워킹 런지,37.5,5,5,169
여성,10대,58.0,초보자,근비대,체스트 프레스 머신,17.5,8,3,85
남성,20대,68.9,초보자,근비대,레그 익스텐션 머신,32.5,12,3,87
여성,20대,55.3,중급자,근비대,오버헤드 프레스,20.0,8,3,89
여성,40대,41.6,상급자,재활/건강,인클라인 덤벨 프레스,10.0,17,3,116
남성,60대 이상,47.0,중급자,다이어트,바벨 로우,22.5,20,3,43
남성,60대 이상,73.7,초보자,다이어트,벤치프레스,17.5,18,3,31
여성,50대,59.1,초보자,근비대,레그 익스텐션 머신,15.0,9,4,70
남성,50대,72.6,중급자,스트렝스,바벨 스쿼트,50.0,3,5,160
남성,10대,72.4,상급자,근비대,어시스트 풀업 머신,102.5,8,4,68
여성,50대,60.3,중급자,스트렝스,랫 풀다운 머신,42.5,4,4,132
여성,40대,73.9,상급자,다이어트,벤치프레스,35.0,20,3,37
남성,50대,79.9,초보자,다이어트,랫 풀다운 머신,27.5,20,3,42
여성,20대,50.3,상급자,스트렝스,바벨 로우,35.0,4,5,155
남성,40대,62.4,상급자,재활/건강,레그 익스텐션 머신,42.5,16,3,112
여성,60대 이상,53.9,중급자,재활/건강,오버헤드 프레스,10.0,16,2,113
남성,40대,78.5,초보자,스트렝스,페이스 풀,30.0,5,5,147
여성,60대 이상,48.9,초보자,다이어트,페이스 풀,7.5,18,3,32
여성,40대,54.8,초보자,재활/건강,레그 프레스 머신,7.5,16,3,95
여성,50대,52.5,상급자,재활/건강,인클라인 덤벨 프레스,12.5,16,3,97
여성,20대,51.0,상급자,다이어트,인클라인 덤벨 프레스,20.0,19,3,45
여성,60대 이상,55.6,중급자,근비대,랫 풀다운 머신,30.0,8,4,64
여성,10대,48.3,초보자,근비대,바벨 스쿼트,10.0,9,4,64
남성,40대,71.4,초보자,재활/건강,레그 프레스 머신,15.0,19,2,93
남성,60대 이상,82.9,중급자,근비대,시티드 로우 머신,75.0,9,4,68
여성,30대,51.6,초보자,스트렝스,레그 컬 머신,17.5,5,5,156
남성,40대,100.2,초보자,다이어트,랫 풀다운 머신,30.0,16,3,58
여성,30대,58.0,중급자,다이어트,숄더 프레스 머신,25.0,15,3,39
여성,30대,61.0,중급자,재활/건강,숄더 프레스 머신,15.0,16,3,99
여성,50대,65.1,초보자,재활/건강,오버헤드 프레스,7.5,18,3,118
남성,10대,81.6,상급자,스트렝스,사이드 레터럴 레이즈,87.5,5,4,142
여성,20대,55.7,초보자,스트렝스,시티드 로우 머신,17.5,3,4,162
남성,10대,75.8,상급자,스트렝스,랫 풀다운 머신,125.0,4,4,156
남성,50대,54.3,중급자,다이어트,펙덱 플라이 머신,32.5,17,3,31
여성,60대 이상,56.2,상급자,근비대,바벨 스쿼트,35.0,9,3,82
남성,40대,65.4,중급자,다이어트,오버헤드 프레스,30.0,19,3,41
여성,60대 이상,60.8,상급자,스트렝스,랫 풀다운 머신,67.5,5,5,120
여성,40대,68.6,초보자,다이어트,랫 풀다운 머신,15.0,18,3,56
여성,10대,61.5,중급자,다이어트,사이드 레터럴 레이즈,15.0,15,3,50
남성,30대,73.4,초보자,근비대,워킹 런지,22.5,10,3,60
남성,60대 이상,74.0,초보자,근비대,랫 풀다운 머신,32.5,9,4,82
남성,60대 이상,76.1,초보자,근비대,바벨 로우,22.5,12,3,73
여성,60대 이상,52.8,중급자,다이어트,숄더 프레스 머신,22.5,18,3,37
남성,60대 이상,65.7,상급자,재활/건강,인클라인 덤벨 프레스,25.0,19,2,109
남성,60대 이상,61.7,상급자,다이어트,페이스 풀,42.5,18,3,57
여성,20대,50.2,상급자,스트렝스,레그 익스텐션 머신,52.5,5,4,120
남성,20대,86.3,초보자,스트렝스,어시스트 풀업 머신,45.0,3,5,152
남성,40대,65.8,상급자,스트렝스,레그 컬 머신,105.0,5,5,174
여성,30대,64.2,상급자,재활/건강,바벨 스쿼트,20.0,18,3,119
여성,20대,59.1,초보자,재활/건강,레그 프레스 머신,7.5,20,3,92
여성,20대,49.8,초보자,재활/건강,페이스 풀,5.0,16,3,112
남성,60대 이상,77.9,초보자,다이어트,워킹 런지,17.5,17,3,40
여성,20대,57.4,초보자,스트렝스,펙덱 플라이 머신,20.0,5,4,169
남성,20대,88.9,상급자,다이어트,시티드 로우 머신,87.5,19,3,45
남성,40대,75.1,상급자,재활/건강,페이스 풀,32.5,17,3,115
여성,30대,55.3,중급자,근비대,인클라인 덤벨 프레스,20.0,8,4,71
남성,10대,77.4,초보자,다이어트,벤치프레스,15.0,16,3,34
여성,50대,48.9,중급자,근비대,숄더 프레스 머신,30.0,12,4,63
남성,20대,90.9,초보자,다이어트,숄더 프레스 머신,27.5,16,3,30
남성,50대,74.2,중급자,근비대,루마니안 데드리프트,45.0,9,4,68
남성,10대,81.1,상급자,스트렝스,레그 컬 머신,130.0,5,5,140
남성,50대,78.3,초보자,근비대,시티드 로우 머신,32.5,8,4,69
여성,30대,47.9,초보자,재활/건강,오버헤드 프레스,5.0,19,3,110
여성,50대,43.9,중급자,근비대,루마니안 데드리프트,15.0,11,4,90
남성,50대,77.9,초보자,재활/건강,페이스 풀,10.0,20,2,108
여성,20대,50.8,상급자,근비대,바벨 로우,30.0,12,3,70
남성,30대,86.6,상급자,근비대,워킹 런지,77.5,11,4,75
여성,50대,58.6,초보자,근비대,페이스 풀,12.5,8,4,72
여성,50대,43.8,상급자,다이어트,벤치프레스,20.0,19,3,56
여성,60대 이상,56.4,중급자,스트렝스,펙덱 플라이 머신,37.5,5,4,178
남성,30대,74.9,초보자,다이어트,사이드 레터럴 레이즈,17.5,20,3,36
남성,40대,69.0,초보자,재활/건강,어시스트 풀업 머신,17.5,19,3,109
남성,40대,69.7,중급자,근비대,레그 컬 머신,62.5,11,4,76
남성,60대 이상,70.4,상급자,근비대,시티드 로우 머신,95.0,9,4,85
여성,30대,52.6,중급자,스트렝스,어시스트 풀업 머신,35.0,4,5,177
남성,60대 이상,82.6,상급자,근비대,워킹 런지,70.0,9,4,90
남성,50대,91.7,상급자,다이어트,바벨 스쿼트,60.0,17,3,46
여성,30대,66.2,상급자,스트렝스,인클라인 덤벨 프레스,47.5,3,5,175
여성,50대,61.7,초보자,근비대,펙덱 플라이 머신,17.5,9,3,70
여성,40대,48.5,중급자,재활/건강,사이드 레터럴 레이즈,10.0,20,2,117
남성,50대,67.5,초보자,다이어트,체스트 프레스 머신,20.0,17,3,35
남성,20대,61.0,초보자,스트렝스,랫 풀다운 머신,32.5,4,4,130
여성,10대,52.4,초보자,근비대,레그 익스텐션 머신,15.0,8,3,72
여성,40대,55.3,중급자,다이어트,바벨 스쿼트,17.5,16,3,59
남성,60대 이상,67.1,중급자,스트렝스,바벨 로우,47.5,5,5,122
남성,20대,79.4,초보자,다이어트,페이스 풀,17.5,17,3,37
남성,10대,76.8,중급자,재활/건강,레그 컬 머신,35.0,15,2,119
여성,30대,66.9,초보자,재활/건강,레그 익스텐션 머신,7.5,20,2,101
남성,50대,73.3,초보자,재활/건강,레그 프레스 머신,17.5,19,3,101
여성,10대,47.4,중급자,스트렝스,랫 풀다운 머신,32.5,4,4,174
남성,50대,58.1,상급자,재활/건강,워킹 런지,27.5,15,2,108
여성,10대,53.0,중급자,재활/건강,레그 익스텐션 머신,15.0,19,2,109
남성,20대,77.2,초보자,스트렝스,바벨 로우,30.0,3,4,121
여성,60대 이상,56.1,초보자,다이어트,바벨 로우,7.5,18,3,50
남성,50대,89.7,초보자,근비대,사이드 레터럴 레이즈,27.5,12,3,81
여성,10대,48.7,초보자,근비대,체스트 프레스 머신,15.0,9,3,80
여성,20대,59.4,초보자,다이어트,레그 익스텐션 머신,12.5,19,3,37
여성,10대,51.4,초보자,다이어트,인클라인 덤벨 프레스,7.5,20,3,57
남성,20대,79.8,중급자,다이어트,레그 프레스 머신,50.0,20,3,32
남성,20대,75.9,초보자,다이어트,워킹 런지,17.5,18,3,39
여성,60대 이상,57.6,중급자,재활/건강,루마니안 데드리프트,10.0,15,2,103
여성,60대 이상,51.0,상급자,스트렝스,숄더 프레스 머신,55.0,3,4,178
남성,20대,67.2,초보자,근비대,바벨 스쿼트,22.5,10,4,63
여성,20대,44.2,중급자,근비대,루마니안 데드리프트,17.5,11,4,77
남성,50대,82.9,중급자,재활/건강,벤치프레스,22.5,16,3,105
남성,50대,68.5,중급자,재활/건강,랫 풀다운 머신,32.5,17,3,105
남성,40대,76.0,초보자,다이어트,루마니안 데드리프트,17.5,20,3,59
남성,50대,70.7,상급자,다이어트,벤치프레스,42.5,16,3,37
남성,40대,85.4,초보자,다이어트,펙덱 플라이 머신,27.5,16,3,51
여성,20대,41.4,중급자,다이어트,체스트 프레스 머신,17.5,18,3,56
남성,50대,76.5,초보자,스트렝스,펙덱 플라이 머신,42.5,4,4,166
여성,20대,69.3,상급자,재활/건강,레그 컬 머신,27.5,17,2,111
여성,30대,64.4,상급자,재활/건강,레그 프레스 머신,27.5,20,2,115
여성,30대,61.5,상급자,다이어트,레그 컬 머신,40.0,15,3,60
여성,10대,55.9,중급자,재활/건강,벤치프레스,10.0,18,2,115
남성,10대,76.4,상급자,근비대,페이스 풀,72.5,10,4,74
여성,50대,46.1,상급자,재활/건강,워킹 런지,15.0,18,2,95
남성,10대,78.2,상급자,재활/건강,바벨 스쿼트,37.5,18,3,91
여성,20대,54.1,상급자,다이어트,체스트 프레스 머신,35.0,16,3,32
여성,50대,52.1,상급자,근비대,인클라인 덤벨 프레스,30.0,9,3,74
여성,30대,55.9,중급자,근비대,레그 익스텐션 머신,32.5,9,4,83
남성,30대,81.8,중급자,스트렝스,어시스트 풀업 머신,87.5,3,4,153
여성,30대,52.2,상급자,다이어트,워킹 런지,25.0,18,3,49
남성,60대 이상,68.3,상급자,스트렝스,레그 프레스 머신,112.5,3,5,143
여성,60대 이상,57.4,상급자,재활/건강,레그 프레스 머신,27.5,19,2,101
남성,30대,74.5,상급자,재활/건강,워킹 런지,27.5,15,3,118
여성,60대 이상,47.0,중급자,재활/건강,워킹 런지,7.5,19,3,118
여성,30대,58.9,초보자,스트렝스,루마니안 데드리프트,12.5,4,5,173
여성,50대,58.6,초보자,재활/건강,바벨 로우,5.0,18,3,90
여성,30대,61.6,초보자,근비대,인클라인 덤벨 프레스,12.5,11,4,74
여성,30대,57.8,중급자,재활/건강,사이드 레터럴 레이즈,10.0,18,3,103
남성,10대,96.2,상급자,근비대,레그 익스텐션 머신,132.5,11,4,60
남성,50대,87.1,중급자,근비대,체스트 프레스 머신,75.0,11,3,80
여성,50대,66.9,초보자,근비대,페이스 풀,12.5,11,3,74
여성,10대,52.9,중급자,스트렝스,레그 컬 머신,35.0,3,5,152
남성,10대,72.8,중급자,근비대,체스트 프레스 머신,65.0,11,4,73
여성,10대,43.6,초보자,재활/건강,레그 익스텐션 머신,5.0,17,3,106
여성,30대,57.6,초보자,다이어트,인클라인 덤벨 프레스,7.5,15,3,51
여성,50대,43.3,초보자,근비대,오버헤드 프레스,7.5,8,4,89
남성,60대 이상,79.3,중급자,근비대,바벨 스쿼트,47.5,8,4,77
남성,30대,67.2,초보자,스트렝스,바벨 스쿼트,22.5,4,5,155
남성,10대,73.8,초보자,재활/건강,레그 프레스 머신,17.5,19,3,104
남성,20대,73.3,상급자,근비대,사이드 레터럴 레이즈,62.5,8,3,69
여성,50대,60.0,상급자,재활/건강,페이스 풀,17.5,18,3,91
남성,30대,85.5,상급자,재활/건강,사이드 레터럴 레이즈,32.5,16,3,112
남성,20대,64.9,중급자,근비대,오버헤드 프레스,40.0,8,4,85
여성,40대,70.3,초보자,스트렝스,어시스트 풀업 머신,22.5,5,5,133
여성,40대,49.0,중급자,다이어트,레그 프레스 머신,20.0,18,3,36
남성,50대,68.3,초보자,다이어트,페이스 풀,15.0,18,3,40
남성,30대,88.5,초보자,다이어트,랫 풀다운 머신,27.5,15,3,39
여성,20대,55.5,초보자,재활/건강,루마니안 데드리프트,5.0,19,3,111
여성,40대,54.5,초보자,재활/건강,바벨 스쿼트,5.0,16,3,105
남성,10대,78.1,중급자,재활/건강,숄더 프레스 머신,30.0,17,3,115
여성,40대,54.7,중급자,스트렝스,바벨 로우,25.0,4,4,128
여성,20대,65.3,중급자,근비대,레그 컬 머신,35.0,10,3,77
남성,20대,72.1,상급자,스트렝스,바벨 로우,75.0,3,5,173
남성,30대,106.1,중급자,다이어트,바벨 스쿼트,42.5,20,3,54
남성,40대,63.5,초보자,재활/건강,바벨 스쿼트,10.0,20,3,100
남성,20대,72.8,초보자,다이어트,체스트 프레스 머신,25.0,18,3,34
여성,50대,64.6,중급자,재활/건강,어시스트 풀업 머신,20.0,16,2,105
여성,10대,43.0,중급자,다이어트,오버헤드 프레스,12.5,18,3,33
여성,10대,65.9,초보자,근비대,펙덱 플라이 머신,17.5,9,3,68
여성,20대,59.5,상급자,재활/건강,벤치프레스,15.0,19,2,119
남성,20대,92.8,중급자,다이어트,사이드 레터럴 레이즈,40.0,17,3,56
여성,50대,56.4,초보자,다이어트,레그 익스텐션 머신,12.5,20,3,36
남성,40대,87.0,초보자,스트렝스,숄더 프레스 머신,47.5,4,5,155
여성,10대,62.2,상급자,다이어트,숄더 프레스 머신,42.5,16,3,39
여성,20대,61.6,상급자,스트렝스,체스트 프레스 머신,67.5,5,4,129
여성,20대,63.5,초보자,스트렝스,사이드 레터럴 레이즈,15.0,4,5,154
여성,40대,56.0,중급자,근비대,랫 풀다운 머신,30.0,10,3,62
남성,50대,80.7,중급자,근비대,사이드 레터럴 레이즈,47.5,10,3,65
여성,20대,58.6,중급자,다이어트,랫 풀다운 머신,22.5,19,3,42
남성,60대 이상,73.8,상급자,재활/건강,시티드 로우 머신,50.0,16,2,111
남성,10대,59.0,초보자,재활/건강,워킹 런지,7.5,15,3,92
